metric,percentile,percentile_value,Method,model,NDCG,HR,diversity,DivRatio,ORRatio,category,NDCG_head@5,HR_head@5,NDCG_tail@5,HR_tail@5,Count_Head,Count_Tail,topk,GiniIndex,num_recommended_unique,total_recommendations,num_total_items,coverage
avg_token_logprob_margin,p100,100,Max_avg_token_logprob_margin,epoch1,0.02048996069397123,0.026,573,0.1146,0.1382,Goodreads,0.029575108905889193,0.03683241252302026,0.009695134700379417,0.01312910284463895,543,457,5,0.9887114636564716,573,5000,13111,0.04370376020135764
avg_token_logprob_margin,p100,100,Max_avg_token_logprob_margin,epoch2,0.021745883747634316,0.029,606,0.1212,0.1426,Goodreads,0.03025479628421063,0.03867403314917127,0.011635731652752593,0.0175054704595186,543,457,5,0.987554572496377,606,5000,13111,0.04622073068415834
avg_token_logprob_margin,p100,100,Max_avg_token_logprob_margin,final,0.020815207189560918,0.027,634,0.1268,0.1396,Goodreads,0.02933398597113513,0.03683241252302026,0.010693332182132477,0.015317286652078774,543,457,5,0.9870387003279688,634,5000,13111,0.04835634200289833
ches_score,p0,0,Min_ches_score,epoch1,0.018166494875183462,0.022,558,0.1116,0.1058,Goodreads,0.026089309162400477,0.03130755064456722,0.0087527352297593,0.010940919037199124,543,457,5,0.9896290748226679,558,5000,13111,0.042559682709175505
ches_score,p0,0,Min_ches_score,epoch2,0.022184277435989462,0.028,619,0.1238,0.1248,Goodreads,0.030934483662532077,0.03683241252302026,0.011787424085852389,0.0175054704595186,543,457,5,0.9882254900465258,619,5000,13111,0.047212264510716195
ches_score,p0,0,Min_ches_score,final,0.022184277435989462,0.028,624,0.1248,0.1238,Goodreads,0.030934483662532077,0.03683241252302026,0.011787424085852389,0.0175054704595186,543,457,5,0.9882477004042407,624,5000,13111,0.0475936236747769
ches_score,p25,25,P25_ches_score,epoch1,0.018559284135897833,0.024,568,0.1136,0.1298,Goodreads,0.025891867653587166,0.03314917127071823,0.009846827133479213,0.01312910284463895,543,457,5,0.9891410876363359,568,5000,13111,0.043322401037296926
ches_score,p25,25,P25_ches_score,epoch2,0.019946136943132377,0.026,624,0.1248,0.123,Goodreads,0.02773348827973818,0.034990791896869246,0.010693332182132477,0.015317286652078774,543,457,5,0.9877760658988636,624,5000,13111,0.0475936236747769
ches_score,p25,25,P25_ches_score,final,0.020815207189560918,0.027,610,0.122,0.1248,Goodreads,0.02841317565805962,0.034990791896869246,0.011787424085852389,0.0175054704595186,543,457,5,0.9879782777820151,610,5000,13111,0.04652581801540691
ches_score,p50,50,P50_ches_score,epoch1,0.01729742462875492,0.021,563,0.1126,0.1454,Goodreads,0.025409621784079035,0.03130755064456722,0.007658643326039387,0.0087527352297593,543,457,5,0.9892770040424071,563,5000,13111,0.04294104187323621
ches_score,p50,50,P50_ches_score,epoch2,0.022946136943132377,0.029,604,0.1208,0.1842,Goodreads,0.03325835015819122,0.040515653775322284,0.010693332182132477,0.015317286652078774,543,457,5,0.9882409274654871,604,5000,13111,0.04606818701853405
ches_score,p50,50,P50_ches_score,final,0.02318427743598946,0.029,626,0.1252,0.1814,Goodreads,0.033696914601758596,0.040515653775322284,0.010693332182132477,0.015317286652078774,543,457,5,0.9879415147585997,626,5000,13111,0.04774616734040119
ches_score,p75,75,P75_ches_score,epoch1,0.018410571821520377,0.023,554,0.1108,0.123,Goodreads,0.025617995988066987,0.03130755064456722,0.009846827133479213,0.01312910284463895,543,457,5,0.989376889634658,554,5000,13111,0.04225459537792693
ches_score,p75,75,P75_ches_score,epoch2,0.019597171433256854,0.025,576,0.1152,0.1216,Goodreads,0.027090826198936113,0.03314917127071823,0.010693332182132477,0.015317286652078774,543,457,5,0.9881429944321561,576,5000,13111,0.043932575699794064
ches_score,p75,75,P75_ches_score,final,0.019966241679685397,0.025,587,0.1174,0.1186,Goodreads,0.027770513577257554,0.03314917127071823,0.010693332182132477,0.015317286652078774,543,457,5,0.987957013195027,587,5000,13111,0.044771565860727634
ches_score,p100,100,Max_ches_score,epoch1,0.016797424628754918,0.021,554,0.1108,0.1356,Goodreads,0.023568001157928023,0.029465930018416207,0.0087527352297593,0.010940919037199124,543,457,5,0.9893093432995196,554,5000,13111,0.04225459537792693
ches_score,p100,100,Max_ches_score,epoch2,0.018184277435989462,0.023,574,0.1148,0.1478,Goodreads,0.025409621784079035,0.03130755064456722,0.009599240278412564,0.01312910284463895,543,457,5,0.9886542597818625,574,5000,13111,0.04378003203416978
ches_score,p100,100,Max_ches_score,final,0.020870877047725937,0.026,598,0.1196,0.1488,Goodreads,0.030484986523790062,0.03683241252302026,0.009447547845312768,0.01312910284463895,543,457,5,0.9879480436274884,598,5000,13111,0.0456105560216612
ln_ches_score,p0,0,Min_ln_ches_score,epoch1,0.01829742462875492,0.023,561,0.1122,0.1112,Goodreads,0.02633043209715454,0.03314917127071823,0.0087527352297593,0.010940919037199124,543,457,5,0.9892464648005491,561,5000,13111,0.04278849820761193
ln_ches_score,p0,0,Min_ln_ches_score,epoch2,0.019553347682418003,0.024,577,0.1154,0.1124,Goodreads,0.027930929788551485,0.03314917127071823,0.009599240278412564,0.01312910284463895,543,457,5,0.9890799176264207,577,5000,13111,0.044008847532606206
ln_ches_score,p0,0,Min_ln_ches_score,final,0.020053347682418003,0.025,577,0.1154,0.118,Goodreads,0.028851740101626996,0.034990791896869246,0.009599240278412564,0.01312910284463895,543,457,5,0.9890408054305545,577,5000,13111,0.044008847532606206
ln_ches_score,p25,25,P25_ln_ches_score,epoch1,0.01729742462875492,0.022,568,0.1136,0.1236,Goodreads,0.023568001157928023,0.029465930018416207,0.009846827133479213,0.01312910284463895,543,457,5,0.989632735870643,568,5000,13111,0.043322401037296926
ln_ches_score,p25,25,P25_ln_ches_score,epoch2,0.020422417928846543,0.025,610,0.122,0.1262,Goodreads,0.029531427479948438,0.034990791896869246,0.009599240278412564,0.01312910284463895,543,457,5,0.988637510487377,610,5000,13111,0.04652581801540691
ln_ches_score,p25,25,P25_ln_ches_score,final,0.021053347682418004,0.026,617,0.1234,0.1274,Goodreads,0.030693360727778007,0.03683241252302026,0.009599240278412564,0.01312910284463895,543,457,5,0.9884208374647243,617,5000,13111,0.047059720845091906
ln_ches_score,p50,50,P50_ln_ches_score,epoch1,0.01880336108223475,0.023,548,0.1096,0.176,Goodreads,0.0281829854184802,0.034990791896869246,0.007658643326039387,0.0087527352297593,543,457,5,0.9899205857676759,548,5000,13111,0.041796964381054076
ln_ches_score,p50,50,P50_ln_ches_score,epoch2,0.022190213889469297,0.028,595,0.119,0.2044,Goodreads,0.03186622667078223,0.03867403314917127,0.010693332182132477,0.015317286652078774,543,457,5,0.9888324002745785,595,5000,13111,0.04538174052322477
ln_ches_score,p50,50,P50_ln_ches_score,final,0.022989960693971228,0.029,608,0.1216,0.206,Goodreads,0.03333905688165135,0.040515653775322284,0.010693332182132477,0.015317286652078774,543,457,5,0.9883487758370834,608,5000,13111,0.046373274349782626
ln_ches_score,p75,75,P75_ln_ches_score,epoch1,0.01785903094039977,0.023,564,0.1128,0.1154,Goodreads,0.02472993440575759,0.03130755064456722,0.009695134700379417,0.01312910284463895,543,457,5,0.9887922507817863,564,5000,13111,0.04301731370604835
ln_ches_score,p75,75,P75_ln_ches_score,epoch2,0.023553347682418003,0.03,650,0.13,0.1088,Goodreads,0.03345579166700453,0.040515653775322284,0.011787424085852389,0.0175054704595186,543,457,5,0.9865304248341088,650,5000,13111,0.04957669132789261
ln_ches_score,p75,75,P75_ln_ches_score,final,0.02461495399406285,0.032,663,0.1326,0.1086,Goodreads,0.03654005226444525,0.04419889502762431,0.010445745327065829,0.0175054704595186,543,457,5,0.9857867744641904,663,5000,13111,0.05056822515445046
ln_ches_score,p100,100,Max_ln_ches_score,epoch1,0.018928354382326377,0.024,586,0.1172,0.1072,Goodreads,0.026571555031908608,0.03314917127071823,0.009846827133479213,0.01312910284463895,543,457,5,0.9881587064297155,586,5000,13111,0.04469529402791549
ln_ches_score,p100,100,Max_ln_ches_score,epoch2,0.019097171433256857,0.023,671,0.1342,0.098,Goodreads,0.029853257138162632,0.034990791896869246,0.006316964567252825,0.0087527352297593,543,457,5,0.9855182671039584,671,5000,13111,0.0511783998169476
ln_ches_score,p100,100,Max_ln_ches_score,final,0.019097171433256857,0.023,683,0.1366,0.0962,Goodreads,0.029853257138162632,0.034990791896869246,0.006316964567252825,0.0087527352297593,543,457,5,0.9849890016017085,683,5000,13111,0.05209366181069331
sequence_logprob_margin,p0,0,Min_sequence_logprob_margin,epoch1,0.019553347682418003,0.025,564,0.1128,0.1142,Goodreads,0.027722555584563536,0.034990791896869246,0.009846827133479213,0.01312910284463895,543,457,5,0.9886170391274502,564,5000,13111,0.04301731370604835
sequence_logprob_margin,p0,0,Min_sequence_logprob_margin,epoch2,0.020297424628754918,0.025,588,0.1176,0.0972,Goodreads,0.028851740101626996,0.034990791896869246,0.010133325500156361,0.01312910284463895,543,457,5,0.9878119441690184,588,5000,13111,0.044847837693539776
sequence_logprob_margin,p0,0,Min_sequence_logprob_margin,final,0.020297424628754918,0.025,617,0.1234,0.096,Goodreads,0.028851740101626996,0.034990791896869246,0.010133325500156361,0.01312910284463895,543,457,5,0.9873147433452826,617,5000,13111,0.047059720845091906
sequence_logprob_margin,p25,25,P25_sequence_logprob_margin,epoch1,0.018166494875183462,0.023,568,0.1136,0.1134,Goodreads,0.02516849884932497,0.03130755064456722,0.009846827133479213,0.01312910284463895,543,457,5,0.9886124933262146,568,5000,13111,0.043322401037296926
sequence_logprob_margin,p25,25,P25_sequence_logprob_margin,epoch2,0.022053347682418005,0.029,661,0.1322,0.1022,Goodreads,0.03161417104085351,0.03867403314917127,0.010693332182132477,0.0175054704595186,543,457,5,0.9862397681336282,661,5000,13111,0.05041568148882618
sequence_logprob_margin,p25,25,P25_sequence_logprob_margin,final,0.02018427743598946,0.027,684,0.1368,0.0984,Goodreads,0.027930929788551485,0.034990791896869246,0.010979830548809626,0.0175054704595186,543,457,5,0.9855914880634582,684,5000,13111,0.05216993364350545
sequence_logprob_margin,p50,50,P50_sequence_logprob_margin,epoch1,0.01879742462875492,0.023,571,0.1142,0.1274,Goodreads,0.02725124241023005,0.03314917127071823,0.0087527352297593,0.010940919037199124,543,457,5,0.9892776447258028,571,5000,13111,0.04355121653573335
sequence_logprob_margin,p50,50,P50_sequence_logprob_margin,epoch2,0.023553347682418003,0.029,614,0.1228,0.123,Goodreads,0.03437660198008004,0.040515653775322284,0.010693332182132477,0.015317286652078774,543,457,5,0.9877774387918542,614,5000,13111,0.04683090534665548
sequence_logprob_margin,p50,50,P50_sequence_logprob_margin,final,0.025053347682418004,0.031,621,0.1242,0.1192,Goodreads,0.03621822260623105,0.0423572744014733,0.011787424085852389,0.0175054704595186,543,457,5,0.9874264358172526,621,5000,13111,0.04736480817634048
sequence_logprob_margin,p75,75,P75_sequence_logprob_margin,epoch1,0.016684277435989457,0.021,585,0.117,0.1652,Goodreads,0.023568001157928023,0.029465930018416207,0.008505148374692652,0.010940919037199124,543,457,5,0.9891300129662115,585,5000,13111,0.04461902219510335
sequence_logprob_margin,p75,75,P75_sequence_logprob_margin,epoch2,0.024446136943132375,0.031,667,0.1334,0.1716,Goodreads,0.03577965816266368,0.0423572744014733,0.010979830548809626,0.0175054704595186,543,457,5,0.9864191594844024,667,5000,13111,0.050873312485699033
sequence_logprob_margin,p75,75,P75_sequence_logprob_margin,final,0.025489960693971227,0.032,668,0.1336,0.1734,Goodreads,0.03770198551227483,0.04419889502762431,0.010979830548809626,0.0175054704595186,543,457,5,0.9859555792845702,668,5000,13111,0.050949584318511175
sequence_logprob_margin,p100,100,Max_sequence_logprob_margin,epoch1,0.017097171433256852,0.022,575,0.115,0.1436,Goodreads,0.023535252427161906,0.029465930018416207,0.009447547845312768,0.01312910284463895,543,457,5,0.9890919685760049,575,5000,13111,0.04385630386698192
sequence_logprob_margin,p100,100,Max_sequence_logprob_margin,epoch2,0.02018427743598946,0.026,643,0.1286,0.1516,Goodreads,0.02909286303638106,0.03683241252302026,0.009599240278412564,0.01312910284463895,543,457,5,0.9872047898711006,643,5000,13111,0.04904278849820761
sequence_logprob_margin,p100,100,Max_sequence_logprob_margin,final,0.02025772985496048,0.027,656,0.1312,0.1522,Goodreads,0.02943650873018673,0.03867403314917127,0.009351653423345915,0.01312910284463895,543,457,5,0.9868594920295934,656,5000,13111,0.050034322324765464
